Image,Mu,Sigma,Score,Score_10
104108341967.jpg,23.110114370689452,2.893912354260743,2.218875502008032,4.598842781106438
104108597661.jpg,23.06612182969619,2.769028009189028,2.208835341365462,4.587828971210016
104108609843.jpg,23.046891346270883,3.1710617091231668,2.1987951807228914,4.583014498486218
104108525589.jpg,22.994423315611872,4.170850763356837,2.1887550200803214,4.569878796336017
104108709585.jpg,22.95086051305122,2.823008350635459,2.178714859437751,4.558972574164585
104105588631.jpg,22.949563439117618,2.9115977031049063,2.1686746987951806,4.558647843530623
104108045572.jpg,22.807935652850297,2.5966458794865175,2.1586345381526106,4.523190434643096
104108509599.jpg,22.738286788278756,3.0403435188277994,2.1485943775100402,4.50575340244234
104108584673.jpg,22.735670572600327,3.4652361695998493,2.13855421686747,4.5050984163587975
104107573578.jpg,22.73403578847938,3.574544421342055,2.1285140562248994,4.504689137851049
104105980871.jpg,22.543896387962377,4.075044864712599,2.1184738955823295,4.457086540596331
104106709500.jpg,22.500243558814947,2.545845189097782,2.108433734939759,4.4461577797015135
104108136936.jpg,22.485287996034558,2.491220947312142,2.0983935742971886,4.442413560303447
104108598402.jpg,22.440530351556376,2.6425861310890975,2.0883534136546187,4.431208201927585
104109034938.jpg,22.25730001028466,3.234711830608411,2.0783132530120483,4.385335331198606
104109090435.jpg,22.205044096461286,2.668702640619066,2.068273092369478,4.372252733835052
104107796270.jpg,22.185739264970138,3.105375062465104,2.0582329317269075,4.367419647604399
104108424195.jpg,22.040600119592522,2.6093278703143707,2.0481927710843375,4.331083147833607
104108404615.jpg,22.03347695504485,2.3954324199050245,2.038152610441767,4.329299818696038
104108587526.jpg,22.01914995534515,3.294553955388265,2.0281124497991967,4.325712964026679
104107566104.jpg,22.01656164227839,2.3714137523182965,2.0180722891566263,4.325064963537822
104104481434.jpg,21.972064758553422,2.8176369650039015,2.0080321285140563,4.313924888259946
104108508211.jpg,21.927822230174126,2.162142376746212,1.997991967871486,4.302848492445909
104108004256.jpg,21.910717216583773,2.6701212593137003,1.9879518072289157,4.298566144490861
104107524436.jpg,21.904112346341986,2.3828839386678466,1.9779116465863453,4.29691257359927
104108800692.jpg,21.74299765340311,2.782289834705405,1.9678714859437751,4.256576494812164
104108758944.jpg,21.550863228038132,3.005928513591842,1.9578313253012047,4.208474430513303
104106936543.jpg,21.53229573396996,2.358816154344122,1.9477911646586346,4.20382594135349
104108839187.jpg,21.482091392410148,3.231102215598695,1.9377510040160641,4.191256968035957
104108764295.jpg,21.36104253737767,2.188538212012929,1.927710843373494,4.160951624279808
104109052464.jpg,21.29012472484234,2.525140028959698,1.9176706827309238,4.143196902958895
104108982584.jpg,21.253688400468057,2.5449080637934176,1.9076305220883534,4.134074839515363
104107286515.jpg,21.247838630633325,4.267952864492192,1.8975903614457832,4.132610312769626
104107403238.jpg,21.215435051235154,3.0437211211806394,1.8875502008032128,4.124497872446851
104108544828.jpg,21.077002598803436,3.2623222624118386,1.8775100401606426,4.089840435523351
104108788928.jpg,20.989892510647593,2.5769574427245985,1.8674698795180722,4.068031875950583
104108933415.jpg,20.919292247889782,2.8465846241854176,1.857429718875502,4.050356655217798
104108257061.jpg,20.882560794994347,2.961599513599132,1.8473895582329318,4.041160704488976
104108757423.jpg,20.832655773485573,3.2671343530594292,1.8373493975903614,4.028666667832656
104108799268.jpg,20.82655159978036,2.754116057260978,1.8273092369477912,4.027138449474588
104108987911.jpg,20.82524687731569,2.429577911144526,1.8172690763052208,4.02681180398267
104108630312.jpg,20.773289591861687,2.3630184889203893,1.8072289156626506,4.013803970113465
104108086956.jpg,20.702780282903365,2.819967110707584,1.7971887550200802,3.9961515202376106
104107445277.jpg,20.686217115354157,2.775661579059495,1.78714859437751,3.9920048268538957
104108403161.jpg,20.67453044917205,2.784776675754445,1.7771084337349397,3.9890789963211155
104108653387.jpg,20.647645743573726,3.0149569961533134,1.7670682730923695,3.982348240836303
104108678419.jpg,20.646668728491843,3.454716848986135,1.7570281124497993,3.9821036389530104
